,CANCELED,DONE,FAILED,NEW,PMGR_ACTIVE,PMGR_ACTIVE_PENDING,PMGR_LAUNCHING,PMGR_LAUNCHING_PENDING,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,ncore,nunit,pid,sid
12,1419.1078999,,,4.03319978714,319.102699757,35.4520998001,4.16059994698,4.1587998867,283.650599957,1100.00520015,31.2914998531,0.00180006027222,0.125600099564,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0000
13,1532.85680008,,,5.10520005226,432.899500132,38.7999000549,5.22000002861,5.21850013733,394.099600077,1099.95729995,33.5799000263,0.00149989128113,0.113300085068,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0031
14,,,1361.97340012,4.43560004234,174.153300047,39.5009000301,4.54730010033,4.54559993744,134.652400017,1187.82010007,34.9535999298,0.00170016288757,0.109999895096,exp1,ccs.ornl.gov,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0036
15,1312.69009972,,,3.98279976845,111.589399815,38.8353998661,4.09939980507,4.09789991379,72.7539999485,1201.1006999,34.736000061,0.00149989128113,0.11510014534,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0037
16,1306.72310019,,,4.09920024872,207.170000315,38.8975002766,4.21590018272,4.21440029144,168.272500038,1099.55309987,34.6816000938,0.00149989128113,0.115200042725,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0034
17,1312.05380011,,,4.19029998779,111.54820013,38.9868001938,4.3017001152,4.3001999855,72.5613999367,1200.50559998,34.6851000786,0.00150012969971,0.109899997711,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0035
18,1230.19149995,,,4.3329000473,129.605900049,34.2126998901,4.45219993591,4.45059990883,95.3932001591,1100.5855999,29.7604999542,0.00160002708435,0.117699861526,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0003
19,1430.41820002,,,3.92170000076,329.773000002,35.2019000053,4.03949999809,4.03769993782,294.571099997,1100.64520001,31.1624000072,0.00180006027222,0.115999937057,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0002
20,1940.67239976,,,4.27839994431,839.938699961,43.3567998409,4.3951997757,4.39349985123,796.58190012,1100.7336998,38.9616000652,0.00169992446899,0.115099906921,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0031
21,1227.48569989,,,3.98449993134,126.999699831,34.1022000313,4.10150003433,4.09979987144,92.8974997997,1100.48600006,30.0006999969,0.00170016288757,0.115299940109,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0000
22,,,60127.9150999,4.86249995232,56554.0376,48.5636999607,4.99799990654,4.99609994888,56505.4739001,3573.87749982,43.5657000542,0.00189995765686,0.133599996567,exp1,,2064,2048,pilot.0000,rp.session.titan-ext2.aleang9.017268.0033
23,1313.91239977,,,4.19849991798,112.90749979,40.2157998085,4.32169985771,4.31959986687,72.6916999817,1201.00489998,35.8940999508,0.00209999084473,0.121099948883,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0036
24,,,1303.04120016,4.36820006371,148.264900208,40.3053002357,4.4907002449,4.48910021782,107.959599972,1154.77629995,35.8145999908,0.00160002708435,0.120900154114,exp1,ccs.ornl.gov,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0035
25,,,1416.66779995,3.97079992294,112.955699921,34.0692999363,4.11280012131,4.11100006104,78.8863999844,1303.71210003,29.956499815,0.00180006027222,0.140200138092,exp1,ccs.ornl.gov,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0004
26,,,1590.16530013,4.13240003586,418.127899885,147.273499966,4.25320005417,4.25130009651,270.85439992,1172.03740025,143.020299911,0.00189995765686,0.118900060654,exp1,ccs.ornl.gov,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0006
27,1401.39380002,,,4.33749985695,301.313999891,37.6212999821,4.46959996223,4.46749997139,263.692699909,1100.07980013,33.1517000198,0.00209999084473,0.130000114441,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0014
28,,,7269.90759993,4.53959989548,3697.01129985,43.5868999958,4.65120005608,4.6493999958,3653.42439985,3572.89630008,38.9356999397,0.00180006027222,0.109800100327,exp1,,2064,2048,pilot.0000,rp.session.titan-ext6.aleang9.017269.0000
29,,,7264.11839986,4.72059988976,3679.6401999,39.9254999161,4.83789992332,4.83609986305,3639.71469998,3584.47819996,35.0875999928,0.00180006027222,0.115499973297,exp1,,2064,2048,pilot.0000,rp.session.titan-ext6.aleang9.017269.0002
30,,,9429.2026999,4.49609994888,5829.33850002,40.0235998631,4.62269997597,4.6210000515,5789.31490016,3599.86419988,35.4008998871,0.00169992446899,0.124900102615,exp1,,4112,4096,pilot.0000,rp.session.titan-ext6.aleang9.017269.0004
31,1443.11619997,,,4.17339992523,341.886199951,36.0262999535,4.31149983406,4.30969977379,305.859899998,1101.23000002,31.7148001194,0.00180006027222,0.136299848557,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0004
32,,,1416.71490002,4.42000007629,220.867300272,34.1269001961,4.53840017319,4.5367000103,186.740400076,1195.84759974,29.5885000229,0.00170016288757,0.116699934006,exp1,ccs.ornl.gov,272,256,pilot.0000,rp.session.titan-ext5.aleang9.017260.0006
33,,,3292.26049995,4.24360013008,2122.29089999,45.5657999516,4.35500001907,4.35339999199,2076.72510004,1169.96959996,41.2107999325,0.00160002708435,0.109799861908,exp1,ccs.ornl.gov,1040,1024,pilot.0000,rp.session.titan-ext6.aleang9.017268.0025
34,,,7277.53670001,5.15700006485,3644.85829997,47.6365001202,5.27469992638,5.27259993553,3597.22179985,3632.67840004,42.3618001938,0.00209999084473,0.115599870682,exp1,,4112,4096,pilot.0000,rp.session.titan-ext2.aleang9.017269.0005
35,,,17578.4229,4.54130005836,13991.0156999,41.8046000004,4.6833999157,4.68140006065,13949.2110999,3587.4072001,37.1212000847,0.0019998550415,0.140100002289,exp1,,4112,4096,pilot.0000,rp.session.titan-ext2.aleang9.017269.0007
36,,,7264.52559996,4.58599996567,3679.37310004,39.8494000435,4.70420002937,4.7022998333,3639.5237,3585.15249991,35.1452000141,0.00190019607544,0.11629986763,exp1,,2064,2048,pilot.0000,rp.session.titan-ext2.aleang9.017269.0001
37,,,44536.3550999,4.69749999046,40981.5894001,57.7158000469,4.81270003319,4.81080007553,40923.8736,3554.76569986,52.9031000137,0.00189995765686,0.113300085068,exp1,,8208,8192,pilot.0000,rp.session.titan-ext2.aleang9.017270.0000
38,,,9434.02020001,4.28250002861,5819.20050001,38.7449998856,4.40869998932,4.40719985962,5780.45550013,3614.8197,34.3362998962,0.00150012969971,0.124699831009,exp1,,4112,4096,pilot.0000,rp.session.titan-ext2.aleang9.017269.0003
39,1532.93849993,,,4.14359974861,432.432999849,40.2015998363,4.29389977455,4.29189991951,392.231400013,1100.50550008,35.9077000618,0.0019998550415,0.148300170898,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0033
40,1542.20710015,,,4.13070011139,441.721100092,38.8570001125,4.25370001793,4.25200009346,402.864099979,1100.48600006,34.6033000946,0.00169992446899,0.121299982071,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017266.0009
41,,,14078.4619999,4.32539987564,10483.1511998,45.2967998981,4.44379973412,4.44199991226,10437.8543999,3595.31080008,40.853000164,0.00179982185364,0.116600036621,exp1,,4112,4096,pilot.0000,rp.session.titan-ext6.aleang9.017269.0006
42,1425.38940024,,,4.02360010147,325.730000257,36.7134001255,4.18710017204,4.1850001812,289.016600132,1099.65939999,32.5262999535,0.00209999084473,0.161400079727,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0012
43,2129.46819997,,,4.15799999237,1029.4368999,44.9491000175,4.31609988213,4.31410002708,984.487799883,1100.03130007,40.6330001354,0.0019998550415,0.156100034714,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017266.0005
44,1449.92149997,,,4.18549990654,349.296999931,33.8424999714,4.30519986153,4.30279994011,315.45449996,1100.62450004,29.5373001099,0.00239992141724,0.117300033569,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017266.0007
45,,,2859.37470031,4.21330022812,1692.43510008,33.6519002914,4.33030033112,4.32830023766,1658.78319979,1166.93960023,29.3215999603,0.00200009346008,0.115000009537,exp1,ccs.ornl.gov,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017266.0001
46,,,6362.97480011,4.11820006371,2800.75329995,40.239700079,4.23500013351,4.23340010643,2760.51359987,3562.22150016,36.0046999454,0.00160002708435,0.115200042725,exp1,,1040,1024,pilot.0000,rp.session.titan-ext2.aleang9.017268.0001
47,,,86570.2391,4.57650017738,82931.1115,48.3007001877,4.76710009575,4.76559996605,82882.8107998,3639.12759995,43.5336000919,0.00150012969971,0.189099788666,exp1,,2064,2048,pilot.0000,rp.session.titan-ext6.aleang9.017268.0029
48,,,1541.38669991,4.06109976768,345.336299896,38.4094998837,4.19429993629,4.19249987602,306.926800013,1196.05040002,34.2151999474,0.00180006027222,0.131400108337,exp1,ccs.ornl.gov,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0018
49,3033.3435998,,,4.15949988365,1932.85179973,34.2481999397,4.282299757,4.28049993515,1898.60359979,1100.49180007,29.9659001827,0.00179982185364,0.121000051498,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017266.0003
50,1269.72679996,,,4.05069994926,169.896699905,40.8188998699,4.16209983826,4.16050004959,129.077800035,1099.83010006,36.6568000317,0.00159978866577,0.109800100327,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0049
51,1304.12949991,,,4.1454000473,203.119699955,40.6909999847,4.26290011406,4.26110005379,162.42869997,1101.00979996,36.4280998707,0.00180006027222,0.115700006485,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0048
52,1259.96020007,,,5.60600018501,158.983200073,41.6946001053,5.74410009384,5.74230003357,117.288599968,1100.977,35.9505000114,0.00180006027222,0.136299848557,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0047
53,1267.34559989,,,3.94120001793,166.483899832,40.521999836,4.06369996071,4.06219983101,125.961899996,1100.86170006,36.4582998753,0.00150012969971,0.12099981308,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0046
54,1324.60839987,,,3.95650005341,124.06159997,39.5434999466,4.07099986076,4.06959986687,84.5181000233,1200.5467999,35.4725000858,0.00139999389648,0.113099813461,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0045
55,1313.15680003,,,3.93919992447,212.268499851,39.4709999561,4.05830001831,4.05679988861,172.797499895,1100.88830018,35.4126999378,0.00150012969971,0.117599964142,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0044
56,1321.15619993,,,4.02219986916,220.395599842,40.3332998753,4.13689994812,4.13539981842,180.062299967,1100.76060009,36.1963999271,0.00150012969971,0.113199949265,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0043
57,1313.93770003,,,4.34899997711,113.173500061,39.9114999771,4.46609997749,4.46440005302,73.2620000839,1200.76419997,35.4453999996,0.00169992446899,0.115400075912,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0042
58,,,1361.55480003,3.95149993896,108.439100027,39.1347999573,4.06870007515,4.06690001488,69.3043000698,1253.11570001,35.0660998821,0.00180006027222,0.115400075912,exp1,ccs.ornl.gov,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0041
59,1314.09280038,,,3.90870022774,113.690600395,39.2684004307,4.03160023689,4.02990031242,74.4221999645,1200.40219998,35.2368001938,0.00169992446899,0.121200084686,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0040
60,3234.8757,,,4.24140000343,2135.04210019,38.8917000294,4.56150007248,4.55960011482,2096.15040016,1099.83359981,34.3301999569,0.00189995765686,0.318200111389,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0024
61,11850.7158,,,4.19390010834,10650.1988001,45.3575000763,4.31360006332,4.31200003624,10604.8413,1200.51699996,41.043900013,0.00160002708435,0.118099927902,exp1,,1040,1024,pilot.0000,rp.session.titan-ext6.aleang9.017268.0016
62,1312.05509996,,,3.93390011787,111.814700127,37.6061999798,4.05080008507,4.0490000248,74.2085001469,1200.24039984,33.5553998947,0.00180006027222,0.115099906921,exp1,,528,512,pilot.0000,rp.session.titan-ext5.aleang9.017261.0017
63,1326.34939981,,,5.03779983521,225.704099894,39.0473997593,5.14939975739,5.14749979973,186.656700134,1100.64529991,33.8980000019,0.00189995765686,0.109699964523,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0020
64,1404.69810009,,,4.1359000206,303.356800079,38.6322999001,4.25609993935,4.25419998169,264.724500179,1101.34130001,34.3761999607,0.00189995765686,0.11829996109,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0022
65,,,6968.63860011,4.4849998951,5667.89289999,44.5571000576,4.60750007629,4.60599994659,5623.33579993,1300.74570012,39.9495999813,0.00150012969971,0.121000051498,exp1,ccs.ornl.gov,1040,1024,pilot.0000,rp.session.titan-ext6.aleang9.017268.0013
66,1315.30270004,,,4.17370009422,114.297200203,39.8592000008,4.30599999428,4.30430006981,74.4380002022,1201.00549984,35.5532000065,0.00169992446899,0.130599975586,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0034
67,1403.8356998,,,4.29849982262,302.980999708,38.0935997963,4.41579985619,4.41399979591,264.887399912,1100.85470009,33.6777999401,0.00180006027222,0.115499973297,exp1,,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0016
68,,,2763.99740005,5.06970000267,1611.5067997,599.785200119,5.18720006943,5.18530011177,1011.72159958,1152.49060035,594.59800005,0.00189995765686,0.1156001091,exp1,ccs.ornl.gov,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0008
69,,,1782.38170004,4.17829990387,300.326100111,39.0737998486,4.29780006409,4.29579997063,261.252300262,1482.05559993,34.7759997845,0.00200009346008,0.117500066757,exp1,ccs.ornl.gov,528,512,pilot.0000,rp.session.titan-ext6.aleang9.017267.0029
