,NEW,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,TTC,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,experiment,ncore,ncore_active,nhost,npilot,npilot_active,nunit,nunit_done,nunit_failed,sid
rp.session.radical.merzky.017220.0008,2.39900016785,477.204699993,800.989000082,49.788599968,0.00119996070862,0.00119996070862,1364.35360003,761.131599903,0.0327999591827,1.97189998627,0.111500024796,0.0152997970581,0.0730001926422,exp1,128,128,1,1,1,128,128,0,rp.session.radical.merzky.017220.0008
rp.session.titan-ext1.merzky1.017241.0018,4.04119992256,147.335199833,3303.32669997,57.2954001427,0.00180006027222,0.115000009537,3521.30299997,3219.42809987,0.0901999473572,2.60400009155,0.718400001526,0.0304999351501,0.699100017548,exp1,144,144,1,1,1,128,128,0,rp.session.titan-ext1.merzky1.017241.0018
rp.session.radical.merzky.017227.0000,2.4359998703,148.800100088,800.512599945,46.538299799,0.00110006332397,0.000800132751465,1032.69280005,760.302699804,0.0327000617981,1.86159992218,0.111500024796,0.0190999507904,0.0629000663757,exp1,128,128,1,1,1,128,128,0,rp.session.radical.merzky.017227.0000
rp.session.radical.merzky.017227.0001,2.47390007973,138.698899984,801.174999952,34.0527000427,0.000900030136108,0.000699996948242,1010.29810023,764.485599995,0.0629999637604,3.62569999695,0.238199949265,0.0299999713898,0.12450003624,exp1,256,256,1,1,1,256,256,0,rp.session.radical.merzky.017227.0001
rp.session.radical.merzky.017227.0002,2.50559997559,134.557699919,900.570199966,35.5357999802,0.00110006332397,0.000699996948242,1074.53539991,852.583199978,0.12299990654,15.8162000179,0.579300165176,0.069500207901,0.314999818802,exp1,512,512,1,1,1,512,512,0,rp.session.radical.merzky.017227.0002
rp.session.radical.merzky.017227.0003,2.44970011711,139.484299898,901.426199913,33.670800209,0.00229978561401,0.000699996948242,1078.65459991,794.623599768,0.251399993896,36.3861000538,1.57419991493,0.153100013733,0.628000020981,exp1,1024,1024,1,1,1,1024,1024,0,rp.session.radical.merzky.017227.0003
rp.session.radical.merzky.017227.0004,2.3938999176,141.062900066,901.441799879,36.1926000118,0.000799894332886,0.000600099563599,1082.6546998,830.433599949,0.498199939728,69.0859999657,3.89750003815,0.32790017128,1.06569981575,exp1,2048,2048,1,1,1,2048,2048,0,rp.session.radical.merzky.017227.0004
rp.session.radical.merzky.017227.0005,3.41289997101,138.684900045,1000.69079995,36.3655998707,0.00110006332397,0.00130009651184,1198.97079992,913.526499987,1.00930023193,158.602799892,16.575799942,0.507199764252,2.3779001236,exp1,4096,4096,1,1,1,4096,4096,0,rp.session.radical.merzky.017227.0005
rp.session.radical.merzky.017227.0006,2.39370012283,138.123399973,800.473799944,38.3041000366,0.000800132751465,0.000799894332886,1013.53579998,752.033699989,0.0322999954224,1.91420006752,0.109499931335,0.0234999656677,0.0689001083374,exp1,128,128,1,1,1,128,128,0,rp.session.radical.merzky.017227.0006
rp.session.radical.merzky.017227.0007,2.74019980431,150.433200121,801.298699856,34.2402000427,0.000799894332886,0.000800132751465,1022.33209991,763.333499908,0.0629000663757,3.24580001831,0.23810005188,0.0297000408173,0.165099859238,exp1,256,256,1,1,1,256,256,0,rp.session.radical.merzky.017227.0007
rp.session.radical.merzky.017227.0008,2.35230016708,135.682299852,801.218300104,38.5471999645,0.000900030136108,0.000499963760376,1011.4073,774.398599863,0.121899843216,14.7925999165,0.560700178146,0.060800075531,0.272799968719,exp1,512,512,1,1,1,512,512,0,rp.session.radical.merzky.017227.0008
rp.session.radical.merzky.017227.0009,3.39409995079,137.098200083,800.562899828,39.3529000282,0.000999927520752,0.000900030136108,1014.74300003,784.256299973,0.249000072479,32.380699873,1.39700007439,0.14829993248,0.533300161362,exp1,1024,1024,1,1,1,1024,1024,0,rp.session.radical.merzky.017227.0009
rp.session.titan-ext1.merzky1.017241.0002,4.2132999897,85.4708001614,3001.79149985,52.505699873,0.00150012969971,0.112699985504,3145.79350019,2930.61100006,0.176599979401,5.20830011368,1946.96879983,0.0576999187469,1.38809990883,exp1,256,256,1,1,1,256,256,0,rp.session.titan-ext1.merzky1.017241.0002
rp.session.titan-ext1.merzky1.017241.0003,3.97300004959,92.8042001724,3093.42470002,54.2786998749,0.00180006027222,0.115099906921,3246.06060004,2962.68849993,0.349499940872,11.6478004456,1943.98959994,0.119400024414,2.66529989243,exp1,512,512,1,1,1,512,512,0,rp.session.titan-ext1.merzky1.017241.0003
rp.session.titan-ext1.merzky1.017242.0006,3.80929994583,80.2095000744,2101.82270002,57.6615998745,0.00170016288757,0.110100030899,2245.6170001,2045.00530005,0.0869998931885,2.60670018196,0.611299991608,0.0313999652863,0.722899913788,exp1,144,144,1,1,1,128,128,0,rp.session.titan-ext1.merzky1.017242.0006
rp.session.radical.merzky.017192.0012,2.60820007324,306.659699917,2302.25489998,36.8443000317,0.00119996070862,0.000999927520752,2681.80110002,796.877699852,0.257600069046,37.1107001305,1.56399989128,0.114300012589,0.698800086975,exp1,1024,1024,1,1,1,1024,1024,0,rp.session.radical.merzky.017192.0012
rp.session.radical.merzky.017192.0013,2.55150008202,392.08949995,4169.68790007,35.6362998486,0.000900030136108,0.000600099563599,4601.67250013,843.942000151,0.515700101852,81.1672999859,3.9672999382,0.344300031662,1.51449990273,exp1,2048,2048,1,1,1,2048,2048,0,rp.session.radical.merzky.017192.0013
rp.session.radical.merzky.017192.0011,2.52649998665,708.046800137,1001.11019993,39.3593997955,0.000900030136108,0.000699996948242,1770.35679984,766.690000057,0.127899885178,12.1013000011,0.548799991608,0.0782001018524,0.358599901199,exp1,512,512,1,1,1,512,512,0,rp.session.radical.merzky.017192.0011
rp.session.radical.merzky.017192.0014,2.47300004959,1942.95859981,6306.64289999,36.3157000542,0.000900030136108,0.000999927520752,8289.69009995,935.548099995,1.07239985466,182.816200018,19.2006001472,1.11710000038,3.41960000992,exp1,4096,4096,1,1,1,4096,4096,0,rp.session.radical.merzky.017192.0014
rp.session.titan-ext1.merzky1.017241.0007,3.99509978294,294.267500162,3101.40969992,54.4381999969,0.00169992446899,0.113500118256,8386.99829984,2950.87900019,5.72920012474,270.429700375,1940.7264998,2.05540013313,22.489000082,exp1,8192,8192,1,1,1,8192,8192,0,rp.session.titan-ext1.merzky1.017241.0007
rp.session.titan-ext1.merzky1.017241.0006,4.14759993553,148.200200081,3002.94309998,58.6470000744,0.00169992446899,0.117100000381,3216.0704999,2949.29819989,2.21479988098,116.370800257,1931.02270007,1.87789988518,11.3217000961,exp1,4096,4096,1,1,1,4096,4096,0,rp.session.titan-ext1.merzky1.017241.0006
rp.session.titan-ext1.merzky1.017242.0010,4.01609992981,2646.93890023,2201.8355999,58.0386998653,0.00170016288757,0.118499994278,4912.95589995,2096.56340003,1.4047999382,51.2559998035,18.3749001026,0.714200019836,5.88429999352,exp1,2064,2064,1,1,1,2048,2048,0,rp.session.titan-ext1.merzky1.017242.0010
rp.session.titan-ext1.merzky1.017242.0011,3.88549995422,581.638099909,2363.94149995,57.2975001335,0.00180006027222,0.110499858856,3008.71559978,2157.45409989,2.91729998589,113.083300352,51.7316000462,1.00789999962,11.8027000427,exp1,4112,4112,1,1,1,4096,4096,0,rp.session.titan-ext1.merzky1.017242.0011
rp.session.titan-ext1.merzky1.017242.0012,3.87310004234,427.616699934,2518.03890014,59.230700016,0.00179982185364,0.11510014534,3010.73220015,2308.00890017,5.70630002022,263.999999762,169.863600016,4.53509998322,22.7714998722,exp1,8208,8208,1,1,1,8192,8192,0,rp.session.titan-ext1.merzky1.017242.0012
